AirportCode,AirportName,Average_0_15_PassengerCount,Average_121_PassengerCount,Average_16_30_PassengerCount,Average_31_45_PassengerCount,Average_46_60_PassengerCount,Average_61_90_PassengerCount,Average_91_120_PassengerCount,AverageWait,BoothsUsed,ExcludedPassengerCount,FlightCount,FlightDate,GlobalEntryPassengerCount,HourRange,LastUpdated,MaxWait,NonUsaPassengerAverageWait,NonUsaPassengerCount,NonUsaPassengerMaxWait,SiteId,TerminalName,TotalPassengerCount,UsaPassengerAverageWait,UsaPassengerCount,UsaPassengerMaxWait
LAX,Los Angeles International Airport,13,0,0,0,0,0,0,0,1,1,1,2023-01-01,0,1200 - 1300,2024-08-05 10:10:53,1,0,0,0,A27F,Atlantic Aviation GAF,14,0,14,1
LAX,Los Angeles International Airport,20,0,0,0,0,0,0,1,2,4,2,2023-01-01,0,1400 - 1500,2024-08-05 10:10:53,5,3,7,5,A27F,Atlantic Aviation GAF,24,0,17,1
LAX,Los Angeles International Airport,6,0,0,0,0,0,0,1,1,1,1,2023-01-01,0,1800 - 1900,2024-08-05 10:10:53,3,1,7,3,A27F,Atlantic Aviation GAF,7,0,0,0
LAX,Los Angeles International Airport,204,0,232,133,10,0,0,21,6,15,3,2023-01-01,56,1000 - 1100,2024-08-05 10:10:53,49,27,163,49,A278,Satellite 7,594,19,431,49
LAX,Los Angeles International Airport,42,0,103,161,0,0,0,28,5,8,2,2023-01-01,23,1100 - 1200,2024-08-05 10:10:53,45,32,107,45,A278,Satellite 7,314,26,207,45
LAX,Los Angeles International Airport,413,0,160,0,0,0,0,11,6,12,3,2023-01-01,96,1800 - 1900,2024-08-05 10:10:53,28,14,116,28,A278,Satellite 7,585,10,469,27
LAX,Los Angeles International Airport,211,0,110,0,0,0,0,11,6,3,2,2023-01-01,61,2000 - 2100,2024-08-05 10:10:53,23,14,41,23,A278,Satellite 7,324,11,283,23
LAX,Los Angeles International Airport,256,0,190,232,173,113,0,33,12,25,4,2023-01-01,166,0500 - 0600,2024-08-05 10:10:53,74,35,261,74,A273,Tom Bradley International Terminal,989,32,728,74
LAX,Los Angeles International Airport,226,0,386,472,59,0,0,27,20,30,6,2023-01-01,181,0600 - 0700,2024-08-05 10:10:53,55,36,340,55,A273,Tom Bradley International Terminal,1173,24,833,53
LAX,Los Angeles International Airport,311,5,387,409,281,247,157,42,22,53,6,2023-01-01,161,0700 - 0800,2024-08-05 10:10:53,129,58,865,129,A273,Tom Bradley International Terminal,1850,29,985,124
LAX,Los Angeles International Airport,123,42,211,55,0,68,274,61,23,27,3,2023-01-01,76,0800 - 0900,2024-08-05 10:10:53,129,95,431,129,A273,Tom Bradley International Terminal,800,23,369,124
LAX,Los Angeles International Airport,258,0,476,93,14,161,54,33,22,33,5,2023-01-01,163,0900 - 1000,2024-08-05 10:10:53,102,52,424,102,A273,Tom Bradley International Terminal,1089,21,665,102
LAX,Los Angeles International Airport,196,0,434,196,132,0,0,26,23,23,5,2023-01-01,123,1000 - 1100,2024-08-05 10:10:53,59,40,335,59,A273,Tom Bradley International Terminal,981,20,646,57
LAX,Los Angeles International Airport,525,0,379,140,88,118,0,24,25,40,7,2023-01-01,83,1100 - 1200,2024-08-05 10:10:53,76,34,567,76,A273,Tom Bradley International Terminal,1290,17,723,73
LAX,Los Angeles International Airport,408,0,532,462,297,316,0,35,29,58,8,2023-01-01,275,1200 - 1300,2024-08-05 10:10:53,83,55,640,83,A273,Tom Bradley International Terminal,2073,26,1433,82
LAX,Los Angeles International Airport,345,0,295,482,665,541,0,42,37,62,9,2023-01-01,291,1300 - 1400,2024-08-05 10:10:53,90,56,813,90,A273,Tom Bradley International Terminal,2390,36,1577,90
LAX,Los Angeles International Airport,461,0,635,141,91,52,0,22,37,41,6,2023-01-01,178,1400 - 1500,2024-08-05 10:10:53,68,35,491,68,A273,Tom Bradley International Terminal,1421,16,930,61
LAX,Los Angeles International Airport,380,0,918,644,43,1,0,25,36,61,9,2023-01-01,267,1500 - 1600,2024-08-05 10:10:53,61,32,638,61,A273,Tom Bradley International Terminal,2047,22,1409,58
LAX,Los Angeles International Airport,1301,0,1045,131,0,0,0,15,38,75,11,2023-01-01,294,1600 - 1700,2024-08-05 10:10:53,40,18,679,40,A273,Tom Bradley International Terminal,2552,14,1873,39
LAX,Los Angeles International Airport,614,0,457,119,61,0,0,18,30,32,6,2023-01-01,140,1700 - 1800,2024-08-05 10:10:53,55,23,517,55,A273,Tom Bradley International Terminal,1283,14,766,50
LAX,Los Angeles International Airport,575,0,364,5,0,0,0,13,28,26,5,2023-01-01,178,1800 - 1900,2024-08-05 10:10:53,33,17,272,33,A273,Tom Bradley International Terminal,970,12,698,26
LAX,Los Angeles International Airport,794,0,244,0,0,0,0,11,26,25,4,2023-01-01,215,1900 - 2000,2024-08-05 10:10:53,24,13,203,24,A273,Tom Bradley International Terminal,1063,10,860,24
LAX,Los Angeles International Airport,778,0,540,27,0,0,0,14,26,41,5,2023-01-01,155,2000 - 2100,2024-08-05 10:10:53,40,15,397,40,A273,Tom Bradley International Terminal,1386,14,989,40
LAX,Los Angeles International Airport,1000,0,340,5,0,0,0,11,23,37,8,2023-01-01,151,2100 - 2200,2024-08-05 10:10:53,31,13,262,31,A273,Tom Bradley International Terminal,1382,10,1120,31
LAX,Los Angeles International Airport,548,0,246,0,0,0,0,12,15,26,5,2023-01-01,122,2200 - 2300,2024-08-05 10:10:53,28,13,158,28,A273,Tom Bradley International Terminal,820,12,662,26
LAX,Los Angeles International Airport,328,0,151,0,0,0,0,12,13,11,3,2023-01-01,40,2300 - 0000,2024-08-05 10:10:53,26,15,103,26,A273,Tom Bradley International Terminal,490,11,387,26
LAX,Los Angeles International Airport,37,0,0,0,0,0,0,1,1,5,4,2023-01-02,0,1400 - 1500,2024-08-05 10:10:53,6,1,9,6,A27F,Atlantic Aviation GAF,42,0,33,6
LAX,Los Angeles International Airport,22,0,0,0,0,0,0,3,1,4,2,2023-01-02,0,1500 - 1600,2024-08-05 10:10:53,8,0,0,0,A27F,Atlantic Aviation GAF,26,3,26,8
LAX,Los Angeles International Airport,10,0,0,0,0,0,0,1,1,2,1,2023-01-02,0,2100 - 2200,2024-08-05 10:10:53,4,0,0,0,A27F,Atlantic Aviation GAF,12,1,12,4
LAX,Los Angeles International Airport,5,0,0,0,0,0,0,0,1,2,1,2023-01-02,0,2200 - 2300,2024-08-05 10:10:53,1,0,0,0,A27F,Atlantic Aviation GAF,7,0,7,1
LAX,Los Angeles International Airport,144,0,29,0,0,0,0,9,7,6,1,2023-01-02,5,1100 - 1200,2024-08-05 10:10:53,22,11,49,22,A278,Satellite 7,179,8,130,22
LAX,Los Angeles International Airport,290,0,8,0,0,0,0,8,5,8,2,2023-01-02,89,1700 - 1800,2024-08-05 10:10:53,16,9,18,16,A278,Satellite 7,306,7,288,16
LAX,Los Angeles International Airport,228,0,131,71,0,0,0,17,5,9,2,2023-01-02,73,1800 - 1900,2024-08-05 10:10:53,42,21,101,42,A278,Satellite 7,439,15,338,42
LAX,Los Angeles International Airport,148,0,22,0,0,0,0,8,4,1,1,2023-01-02,36,2100 - 2200,2024-08-05 10:10:53,17,7,33,17,A278,Satellite 7,171,8,138,17
LAX,Los Angeles International Airport,158,0,7,0,0,0,0,8,12,5,1,2023-01-02,5,0000 - 0100,2024-08-05 10:10:53,16,8,47,15,A273,Tom Bradley International Terminal,170,8,123,16
LAX,Los Angeles International Airport,281,0,153,40,4,0,0,15,24,19,2,2023-01-02,105,0500 - 0600,2024-08-05 10:10:53,46,18,121,46,A273,Tom Bradley International Terminal,497,14,376,41
LAX,Los Angeles International Airport,760,0,695,229,18,0,0,18,25,48,8,2023-01-02,225,0600 - 0700,2024-08-05 10:10:53,52,20,544,46,A273,Tom Bradley International Terminal,1750,17,1206,52
LAX,Los Angeles International Airport,517,0,492,229,475,433,32,38,29,51,6,2023-01-02,76,0700 - 0800,2024-08-05 10:10:53,105,50,1328,105,A273,Tom Bradley International Terminal,2229,21,901,105
LAX,Los Angeles International Airport,314,0,73,150,3,49,0,22,25,19,3,2023-01-02,56,0800 - 0900,2024-08-05 10:10:53,80,43,206,80,A273,Tom Bradley International Terminal,608,13,402,80
LAX,Los Angeles International Airport,527,0,371,228,0,0,0,18,26,36,5,2023-01-02,145,0900 - 1000,2024-08-05 10:10:53,45,29,364,45,A273,Tom Bradley International Terminal,1162,13,798,44
LAX,Los Angeles International Airport,803,0,235,0,0,0,0,10,28,24,5,2023-01-02,124,1000 - 1100,2024-08-05 10:10:53,28,10,327,26,A273,Tom Bradley International Terminal,1062,10,735,28
LAX,Los Angeles International Airport,1413,0,389,89,44,66,0,14,33,61,9,2023-01-02,204,1100 - 1200,2024-08-05 10:10:53,69,18,770,69,A273,Tom Bradley International Terminal,2062,11,1292,69
LAX,Los Angeles International Airport,351,0,671,510,251,22,0,28,42,58,8,2023-01-02,220,1200 - 1300,2024-08-05 10:10:53,65,37,839,65,A273,Tom Bradley International Terminal,1863,22,1024,64
LAX,Los Angeles International Airport,1071,0,1181,249,19,0,0,17,46,68,9,2023-01-02,404,1300 - 1400,2024-08-05 10:10:53,48,21,872,48,A273,Tom Bradley International Terminal,2588,16,1716,47
LAX,Los Angeles International Airport,794,0,841,253,48,0,0,19,45,50,8,2023-01-02,207,1400 - 1500,2024-08-05 10:10:53,56,22,540,56,A273,Tom Bradley International Terminal,1986,18,1446,56
LAX,Los Angeles International Airport,674,0,719,182,0,0,0,18,41,46,6,2023-01-02,300,1500 - 1600,2024-08-05 10:10:53,45,25,504,45,A273,Tom Bradley International Terminal,1621,15,1117,43
LAX,Los Angeles International Airport,903,0,97,0,0,0,0,9,39,24,5,2023-01-02,153,1600 - 1700,2024-08-05 10:10:53,25,10,331,22,A273,Tom Bradley International Terminal,1024,8,693,25
LAX,Los Angeles International Airport,1475,0,482,3,0,0,0,10,46,52,8,2023-01-02,300,1700 - 1800,2024-08-05 10:10:53,33,12,589,33,A273,Tom Bradley International Terminal,2012,10,1423,29
LAX,Los Angeles International Airport,1485,0,937,45,0,0,0,14,43,67,11,2023-01-02,292,1800 - 1900,2024-08-05 10:10:53,38,16,610,38,A273,Tom Bradley International Terminal,2534,13,1924,38
LAX,Los Angeles International Airport,960,0,475,113,0,0,0,14,35,45,6,2023-01-02,290,1900 - 2000,2024-08-05 10:10:53,42,21,500,42,A273,Tom Bradley International Terminal,1593,11,1093,40
LAX,Los Angeles International Airport,138,0,40,0,0,0,0,10,12,5,1,2023-01-02,59,2000 - 2100,2024-08-05 10:10:53,22,15,14,22,A273,Tom Bradley International Terminal,183,9,169,22
LAX,Los Angeles International Airport,837,0,822,160,10,0,0,17,26,48,10,2023-01-02,189,2100 - 2200,2024-08-05 10:10:53,57,19,260,57,A273,Tom Bradley International Terminal,1877,16,1617,57
LAX,Los Angeles International Airport,454,0,46,0,0,0,0,9,22,16,3,2023-01-02,37,2200 - 2300,2024-08-05 10:10:53,22,10,114,21,A273,Tom Bradley International Terminal,516,9,402,22
LAX,Los Angeles International Airport,526,0,272,5,0,0,0,12,21,28,5,2023-01-02,44,2300 - 0000,2024-08-05 10:10:53,31,12,143,30,A273,Tom Bradley International Terminal,831,12,688,31
LAX,Los Angeles International Airport,5,0,0,0,0,0,0,0,1,1,1,2023-01-03,0,1000 - 1100,2024-08-05 10:10:53,0,0,0,0,A27F,Atlantic Aviation GAF,6,0,6,0
LAX,Los Angeles International Airport,8,0,0,0,0,0,0,1,1,1,1,2023-01-03,0,1500 - 1600,2024-08-05 10:10:53,3,0,0,0,A27F,Atlantic Aviation GAF,9,1,9,3
LAX,Los Angeles International Airport,7,0,0,0,0,0,0,3,2,2,1,2023-01-03,0,1700 - 1800,2024-08-05 10:10:53,5,5,2,5,A27F,Atlantic Aviation GAF,9,2,7,4
LAX,Los Angeles International Airport,299,0,182,126,0,0,0,18,7,18,3,2023-01-03,62,1100 - 1200,2024-08-05 10:10:53,42,20,206,42,A278,Satellite 7,625,16,419,42
LAX,Los Angeles International Airport,147,0,0,0,0,0,0,7,5,5,1,2023-01-03,19,1600 - 1700,2024-08-05 10:10:53,15,8,9,15,A278,Satellite 7,152,7,143,14
LAX,Los Angeles International Airport,175,0,0,0,0,0,0,7,5,3,1,2023-01-03,32,1700 - 1800,2024-08-05 10:10:53,15,7,41,15,A278,Satellite 7,178,7,137,15
LAX,Los Angeles International Airport,322,0,91,0,0,0,0,10,6,8,2,2023-01-03,42,1900 - 2000,2024-08-05 10:10:53,28,13,113,28,A278,Satellite 7,421,9,308,25
LAX,Los Angeles International Airport,148,0,21,0,0,0,0,8,5,5,1,2023-01-03,16,2100 - 2200,2024-08-05 10:10:53,18,9,42,17,A278,Satellite 7,174,8,132,18
LAX,Los Angeles International Airport,301,0,378,84,0,0,0,18,33,20,3,2023-01-03,102,0500 - 0600,2024-08-05 10:10:53,42,16,254,42,A273,Tom Bradley International Terminal,783,19,529,42
LAX,Los Angeles International Airport,1216,0,462,14,0,0,0,12,35,54,6,2023-01-03,149,0600 - 0700,2024-08-05 10:10:53,41,10,880,31,A273,Tom Bradley International Terminal,1746,13,866,41
LAX,Los Angeles International Airport,643,0,340,266,39,0,0,19,33,35,4,2023-01-03,39,0700 - 0800,2024-08-05 10:10:53,48,23,891,48,A273,Tom Bradley International Terminal,1323,11,432,35
LAX,Los Angeles International Airport,509,0,78,0,0,0,0,9,32,18,3,2023-01-03,40,0800 - 0900,2024-08-05 10:10:53,26,9,327,26,A273,Tom Bradley International Terminal,605,9,278,23
LAX,Los Angeles International Airport,374,0,489,81,0,0,0,18,34,26,4,2023-01-03,139,0900 - 1000,2024-08-05 10:10:53,35,20,347,35,A273,Tom Bradley International Terminal,970,17,623,35
LAX,Los Angeles International Airport,550,0,554,153,6,0,0,17,36,35,6,2023-01-03,69,1000 - 1100,2024-08-05 10:10:53,53,21,363,53,A273,Tom Bradley International Terminal,1298,16,935,45
LAX,Los Angeles International Airport,561,0,210,173,0,0,0,16,41,26,4,2023-01-03,85,1100 - 1200,2024-08-05 10:10:53,44,21,422,44,A273,Tom Bradley International Terminal,970,12,548,44
LAX,Los Angeles International Airport,1002,0,703,202,0,0,0,16,48,53,9,2023-01-03,123,1200 - 1300,2024-08-05 10:10:53,45,18,725,44,A273,Tom Bradley International Terminal,1960,15,1235,45
LAX,Los Angeles International Airport,1117,0,1162,283,0,0,0,17,54,67,9,2023-01-03,275,1300 - 1400,2024-08-05 10:10:53,44,20,1278,44,A273,Tom Bradley International Terminal,2629,15,1351,37
LAX,Los Angeles International Airport,815,0,512,31,0,0,0,13,48,35,5,2023-01-03,127,1400 - 1500,2024-08-05 10:10:53,34,18,576,34,A273,Tom Bradley International Terminal,1393,10,817,34
LAX,Los Angeles International Airport,991,0,477,0,0,0,0,12,37,39,6,2023-01-03,124,1500 - 1600,2024-08-05 10:10:53,29,12,572,29,A273,Tom Bradley International Terminal,1507,12,935,29
LAX,Los Angeles International Airport,797,0,86,0,0,0,0,8,34,27,4,2023-01-03,106,1600 - 1700,2024-08-05 10:10:53,24,9,287,21,A273,Tom Bradley International Terminal,910,8,623,24
LAX,Los Angeles International Airport,767,0,780,271,13,0,0,19,41,53,8,2023-01-03,193,1700 - 1800,2024-08-05 10:10:53,54,20,408,47,A273,Tom Bradley International Terminal,1884,18,1476,54
LAX,Los Angeles International Airport,726,0,93,0,0,0,0,9,38,22,4,2023-01-03,81,1800 - 1900,2024-08-05 10:10:53,20,11,188,20,A273,Tom Bradley International Terminal,841,8,653,20
LAX,Los Angeles International Airport,1020,0,332,7,0,0,0,10,31,41,5,2023-01-03,207,1900 - 2000,2024-08-05 10:10:53,34,12,351,34,A273,Tom Bradley International Terminal,1400,10,1049,30
LAX,Los Angeles International Airport,413,0,339,152,14,0,0,18,26,27,4,2023-01-03,109,2000 - 2100,2024-08-05 10:10:53,47,29,328,47,A273,Tom Bradley International Terminal,945,13,617,45
LAX,Los Angeles International Airport,773,0,419,57,0,0,0,13,24,35,6,2023-01-03,138,2100 - 2200,2024-08-05 10:10:53,38,16,359,38,A273,Tom Bradley International Terminal,1284,13,925,38
LAX,Los Angeles International Airport,504,0,443,0,0,0,0,14,21,18,6,2023-01-03,83,2200 - 2300,2024-08-05 10:10:53,27,15,220,27,A273,Tom Bradley International Terminal,965,13,745,27
LAX,Los Angeles International Airport,337,0,661,125,0,0,0,20,18,24,7,2023-01-03,57,2300 - 0000,2024-08-05 10:10:53,39,21,273,39,A273,Tom Bradley International Terminal,1147,20,874,39
LAX,Los Angeles International Airport,14,0,0,0,0,0,0,0,1,2,2,2023-01-04,0,1200 - 1300,2024-08-05 10:11:02,1,0,1,0,A27F,Atlantic Aviation GAF,16,0,15,1
LAX,Los Angeles International Airport,5,0,0,0,0,0,0,2,1,2,1,2023-01-04,0,1400 - 1500,2024-08-05 10:11:02,6,2,7,6,A27F,Atlantic Aviation GAF,7,0,0,0
LAX,Los Angeles International Airport,132,0,134,32,0,0,0,17,7,7,2,2023-01-04,8,1100 - 1200,2024-08-05 10:11:02,35,20,111,35,A278,Satellite 7,305,15,194,34
LAX,Los Angeles International Airport,195,0,125,6,0,0,0,13,6,11,2,2023-01-04,47,1700 - 1800,2024-08-05 10:11:02,31,14,86,31,A278,Satellite 7,337,13,251,31
LAX,Los Angeles International Airport,124,0,90,33,0,0,0,16,5,7,1,2023-01-04,44,1800 - 1900,2024-08-05 10:11:02,36,17,97,36,A278,Satellite 7,254,15,157,35
LAX,Los Angeles International Airport,98,0,76,0,0,0,0,14,5,3,1,2023-01-04,17,2100 - 2200,2024-08-05 10:11:02,23,14,47,23,A278,Satellite 7,177,13,130,23
LAX,Los Angeles International Airport,139,0,25,0,0,0,0,11,18,7,1,2023-01-04,0,0000 - 0100,2024-08-05 10:11:02,19,11,29,19,A273,Tom Bradley International Terminal,171,11,142,19
LAX,Los Angeles International Airport,0,0,24,193,12,0,0,36,31,5,1,2023-01-04,13,0500 - 0600,2024-08-05 10:11:02,48,38,102,48,A273,Tom Bradley International Terminal,234,35,132,46
LAX,Los Angeles International Airport,1466,0,959,196,20,0,0,15,36,75,10,2023-01-04,202,0600 - 0700,2024-08-05 10:11:02,48,18,1478,48,A273,Tom Bradley International Terminal,2716,13,1238,32
LAX,Los Angeles International Airport,509,0,517,320,108,28,0,23,35,38,5,2023-01-04,91,0700 - 0800,2024-08-05 10:11:02,74,29,857,74,A273,Tom Bradley International Terminal,1520,16,663,74
LAX,Los Angeles International Airport,293,0,145,282,134,14,0,28,34,27,4,2023-01-04,67,0800 - 0900,2024-08-05 10:11:02,64,39,528,64,A273,Tom Bradley International Terminal,895,12,367,64
LAX,Los Angeles International Airport,255,0,231,181,178,60,0,30,33,29,4,2023-01-04,62,0900 - 1000,2024-08-05 10:11:02,79,39,640,79,A273,Tom Bradley International Terminal,934,10,294,43
LAX,Los Angeles International Airport,793,0,254,0,0,0,0,11,47,39,5,2023-01-04,64,1000 - 1100,2024-08-05 10:11:02,26,12,417,26,A273,Tom Bradley International Terminal,1086,10,669,24
LAX,Los Angeles International Airport,835,0,211,15,0,0,0,10,46,25,5,2023-01-04,57,1100 - 1200,2024-08-05 10:11:02,36,10,520,36,A273,Tom Bradley International Terminal,1086,10,566,36
LAX,Los Angeles International Airport,1371,0,633,13,0,0,0,12,49,65,9,2023-01-04,172,1200 - 1300,2024-08-05 10:11:02,33,12,777,33,A273,Tom Bradley International Terminal,2082,12,1305,31
LAX,Los Angeles International Airport,1292,0,631,226,60,0,0,16,55,67,8,2023-01-04,163,1300 - 1400,2024-08-05 10:11:02,53,19,1234,53,A273,Tom Bradley International Terminal,2276,11,1042,50
LAX,Los Angeles International Airport,505,0,529,254,144,0,0,23,50,41,6,2023-01-04,137,1400 - 1500,2024-08-05 10:11:02,60,31,632,60,A273,Tom Bradley International Terminal,1473,17,841,57
LAX,Los Angeles International Airport,1168,0,783,172,4,0,0,15,49,68,8,2023-01-04,199,1500 - 1600,2024-08-05 10:11:02,48,17,1025,48,A273,Tom Bradley International Terminal,2195,13,1170,46
LAX,Los Angeles International Airport,1509,0,483,0,0,0,0,11,49,53,9,2023-01-04,160,1600 - 1700,2024-08-05 10:11:02,30,12,831,28,A273,Tom Bradley International Terminal,2045,11,1214,30
LAX,Los Angeles International Airport,932,0,448,18,0,0,0,12,40,39,8,2023-01-04,191,1700 - 1800,2024-08-05 10:11:02,39,10,257,29,A273,Tom Bradley International Terminal,1437,12,1180,39
LAX,Los Angeles International Airport,1031,0,630,50,0,0,0,14,43,47,7,2023-01-04,179,1800 - 1900,2024-08-05 10:11:02,38,15,898,38,A273,Tom Bradley International Terminal,1758,13,860,38
LAX,Los Angeles International Airport,787,0,700,126,9,7,0,16,44,50,6,2023-01-04,173,1900 - 2000,2024-08-05 10:11:02,64,22,513,64,A273,Tom Bradley International Terminal,1679,14,1166,64
LAX,Los Angeles International Airport,357,0,133,0,0,0,0,12,24,12,2,2023-01-04,65,2000 - 2100,2024-08-05 10:11:02,25,11,150,24,A273,Tom Bradley International Terminal,502,12,352,25
LAX,Los Angeles International Airport,861,0,321,69,0,0,0,12,24,33,7,2023-01-04,86,2100 - 2200,2024-08-05 10:11:02,38,11,255,35,A273,Tom Bradley International Terminal,1284,13,1029,38
LAX,Los Angeles International Airport,306,0,179,1,0,0,0,13,23,17,3,2023-01-04,27,2200 - 2300,2024-08-05 10:11:02,33,14,120,29,A273,Tom Bradley International Terminal,503,13,383,33
LAX,Los Angeles International Airport,628,0,360,118,5,0,0,16,20,27,7,2023-01-04,38,2300 - 0000,2024-08-05 10:11:02,47,19,276,47,A273,Tom Bradley International Terminal,1138,15,862,47
LAX,Los Angeles International Airport,145,0,113,52,0,0,0,17,10,10,1,2023-01-05,25,1000 - 1100,2024-08-05 10:11:02,41,19,92,41,A278,Satellite 7,320,16,228,39
LAX,Los Angeles International Airport,34,0,95,47,0,0,0,24,7,1,1,2023-01-05,1,1100 - 1200,2024-08-05 10:11:02,41,30,80,41,A278,Satellite 7,177,18,97,40
LAX,Los Angeles International Airport,129,0,105,101,0,0,0,21,7,11,2,2023-01-05,41,1700 - 1800,2024-08-05 10:11:02,44,23,81,43,A278,Satellite 7,346,20,265,44
LAX,Los Angeles International Airport,154,0,90,0,0,0,0,13,5,6,1,2023-01-05,53,1800 - 1900,2024-08-05 10:11:02,30,15,95,30,A278,Satellite 7,250,12,155,30
LAX,Los Angeles International Airport,102,0,70,0,0,0,0,13,5,5,1,2023-01-05,10,2100 - 2200,2024-08-05 10:11:02,26,12,63,26,A278,Satellite 7,177,13,114,26
LAX,Los Angeles International Airport,119,0,33,0,0,0,0,9,8,6,1,2023-01-05,0,0200 - 0300,2024-08-05 10:11:02,23,12,23,22,A273,Tom Bradley International Terminal,158,8,135,23
LAX,Los Angeles International Airport,207,0,186,222,119,0,0,28,26,23,3,2023-01-05,78,0500 - 0600,2024-08-05 10:11:02,60,27,399,60,A273,Tom Bradley International Terminal,757,28,358,56
LAX,Los Angeles International Airport,474,0,811,210,5,2,0,19,29,36,6,2023-01-05,129,0600 - 0700,2024-08-05 10:11:02,67,23,565,61,A273,Tom Bradley International Terminal,1538,17,973,67
LAX,Los Angeles International Airport,309,0,271,242,167,3,0,26,26,23,3,2023-01-05,37,0700 - 0800,2024-08-05 10:11:02,61,33,652,61,A273,Tom Bradley International Terminal,1015,15,363,48
LAX,Los Angeles International Airport,169,0,314,15,9,6,0,19,25,13,2,2023-01-05,19,0800 - 0900,2024-08-05 10:11:02,75,18,135,56,A273,Tom Bradley International Terminal,526,20,391,75
LAX,Los Angeles International Airport,694,0,477,146,0,0,0,16,37,41,6,2023-01-05,97,0900 - 1000,2024-08-05 10:11:02,45,20,578,45,A273,Tom Bradley International Terminal,1358,14,780,43
LAX,Los Angeles International Airport,564,0,215,0,1,0,0,12,40,31,4,2023-01-05,72,1000 - 1100,2024-08-05 10:11:02,46,14,303,46,A273,Tom Bradley International Terminal,811,10,508,26
LAX,Los Angeles International Airport,1317,0,235,3,0,0,0,9,40,43,8,2023-01-05,87,1100 - 1200,2024-08-05 10:11:02,38,10,588,38,A273,Tom Bradley International Terminal,1598,9,1010,38
LAX,Los Angeles International Airport,1089,0,805,234,15,0,0,17,43,74,9,2023-01-05,209,1200 - 1300,2024-08-05 10:11:02,57,20,899,56,A273,Tom Bradley International Terminal,2217,15,1318,57
LAX,Los Angeles International Airport,1381,0,962,272,65,0,0,17,53,86,10,2023-01-05,254,1300 - 1400,2024-08-05 10:11:02,60,19,997,60,A273,Tom Bradley International Terminal,2766,15,1769,60
LAX,Los Angeles International Airport,1137,0,1079,51,6,1,0,15,45,70,9,2023-01-05,177,1400 - 1500,2024-08-05 10:11:02,64,15,980,58,A273,Tom Bradley International Terminal,2344,14,1364,64
LAX,Los Angeles International Airport,965,0,556,21,7,0,0,13,43,43,7,2023-01-05,116,1500 - 1600,2024-08-05 10:11:02,47,12,550,45,A273,Tom Bradley International Terminal,1592,14,1042,47
LAX,Los Angeles International Airport,655,0,388,55,0,0,0,15,47,36,5,2023-01-05,81,1600 - 1700,2024-08-05 10:11:02,38,15,364,37,A273,Tom Bradley International Terminal,1134,15,770,38
LAX,Los Angeles International Airport,1195,0,551,284,2,0,0,15,52,54,9,2023-01-05,196,1700 - 1800,2024-08-05 10:11:02,46,18,789,46,A273,Tom Bradley International Terminal,2086,14,1297,45
LAX,Los Angeles International Airport,1390,0,731,24,10,9,0,13,46,65,10,2023-01-05,208,1800 - 1900,2024-08-05 10:11:02,70,13,571,57,A273,Tom Bradley International Terminal,2229,13,1658,70
LAX,Los Angeles International Airport,482,0,322,59,0,0,0,15,39,32,3,2023-01-05,114,1900 - 2000,2024-08-05 10:11:02,38,18,280,37,A273,Tom Bradley International Terminal,895,14,615,38
LAX,Los Angeles International Airport,550,0,213,1,0,0,0,11,19,23,3,2023-01-05,86,2000 - 2100,2024-08-05 10:11:02,31,10,280,27,A273,Tom Bradley International Terminal,787,12,507,31
LAX,Los Angeles International Airport,430,0,238,8,0,0,0,13,19,20,4,2023-01-05,34,2100 - 2200,2024-08-05 10:11:02,32,13,125,31,A273,Tom Bradley International Terminal,696,13,571,32
LAX,Los Angeles International Airport,778,0,371,29,0,0,0,13,20,28,7,2023-01-05,57,2200 - 2300,2024-08-05 10:11:02,37,14,283,36,A273,Tom Bradley International Terminal,1206,13,923,37
LAX,Los Angeles International Airport,406,0,229,3,0,0,0,13,21,13,4,2023-01-05,19,2300 - 0000,2024-08-05 10:11:02,31,14,155,31,A273,Tom Bradley International Terminal,651,12,496,31
LAX,Los Angeles International Airport,98,0,31,0,0,0,0,9,7,4,1,2023-01-06,5,1100 - 1200,2024-08-05 10:11:02,19,9,60,19,A278,Satellite 7,133,10,73,19
LAX,Los Angeles International Airport,266,0,172,44,0,0,0,15,6,10,3,2023-01-06,83,1700 - 1800,2024-08-05 10:11:02,37,18,89,37,A278,Satellite 7,492,14,403,37
LAX,Los Angeles International Airport,115,0,75,78,47,0,0,24,5,6,1,2023-01-06,36,1800 - 1900,2024-08-05 10:11:02,51,25,112,51,A278,Satellite 7,321,24,209,51
LAX,Los Angeles International Airport,112,0,66,0,0,0,0,12,4,1,1,2023-01-06,21,2000 - 2100,2024-08-05 10:11:02,24,13,27,24,A278,Satellite 7,179,12,152,24
LAX,Los Angeles International Airport,135,0,388,228,0,0,0,25,28,19,3,2023-01-06,96,0500 - 0600,2024-08-05 10:11:02,43,25,248,43,A273,Tom Bradley International Terminal,770,24,522,43
LAX,Los Angeles International Airport,642,0,450,112,0,0,0,16,28,30,6,2023-01-06,128,0600 - 0700,2024-08-05 10:11:02,40,17,484,40,A273,Tom Bradley International Terminal,1234,15,750,40
